Model,#pos,#neg,AUROC,AP,Rc|FPR1e-1,Rc|FPR1e-2,Rc|FPR1e-3,Rc|FPR1e-4,Rc|FPR1e-5
bass_1,92,437236,0.9129504034633371,0.03936419157397258,0.7065217391304348,0.42391304347826086,0.2391304347826087,0.10869565217391304,0.010869565217391304
bass_2,92,437236,0.9461879382023121,0.07197283197624381,0.8695652173913043,0.5434782608695652,0.32608695652173914,0.13043478260869565,0.010869565217391304
bass_3,92,437236,0.9783812651967478,0.02021829273680729,0.967391304347826,0.5217391304347826,0.15217391304347827,0.043478260869565216,0.010869565217391304
bass_4,92,437236,0.9497385776540139,0.014200993604618031,0.8152173913043478,0.44565217391304346,0.18478260869565216,0.021739130434782608,0.0
bass_5,92,437236,0.9487313860348824,0.025250084866956672,0.8695652173913043,0.5,0.2391304347826087,0.043478260869565216,0.0
bass_6,92,437236,0.9297912613703394,0.0038130832609868325,0.7608695652173914,0.31521739130434784,0.03260869565217391,0.0,0.0
bass_comb123456,92,437236,0.961053069738082,0.030467446506104078,0.8695652173913043,0.4673913043478261,0.21739130434782608,0.06521739130434782,0.010869565217391304
